crop,soil_type,season,temperature_c,humidity_pct,rainfall_mm,soil_ph,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,soil_moisture_pct,solar_radiation,wind_speed_kmh,field_area_ha,irrigation_needed,disease_risk,fertilizer_rec,yield_tons_ha
Sugarcane,Red,Kharif,16.8,44.9,2118.9,5.98,51.9,56.4,35.9,10.5,21.2,22.4,2.06,1,Medium,Balanced NPK,69.45
Rice,Sandy Loam,Zaid,43,60.5,1527.9,6.52,89.4,6.3,23.3,79.3,21.9,17.1,48.86,0,High,DAP,4.13
Rice,Black,Rabi,25.5,47.5,1686.7,6.74,132.1,21.2,14.7,35.5,18.2,10.3,10.33,0,Medium,MOP,3.88
Potato,Red,Rabi,18,36.6,1254.2,7.41,97.3,10.2,69.3,69.4,26.8,9,5.96,0,Low,DAP,19.93
Sugarcane,Alluvial,Zaid,29.6,40.9,1416,5.92,19.7,47.8,46.9,47.4,13.7,18.4,29.06,0,Low,Urea,69.24
Wheat,Alluvial,Rabi,22.7,39.6,279.1,6.95,69.9,61.7,69.6,19.1,21.1,18.5,4.46,1,Low,Balanced NPK,3.4
Sugarcane,Red,Rabi,23.5,93.2,1669.6,6.84,125.8,13.3,67.3,65.8,24.4,15.2,30.32,0,High,DAP,70.57
Wheat,Clay,Rabi,24.2,79.4,387.3,6.69,22.3,67.9,26.2,59.7,28.1,7.3,42.61,0,Medium,Urea,3.36
Maize,Clay,Kharif,39.1,92.9,1200.5,7.06,138.6,46.7,46.1,46.9,27.7,23.1,2.87,0,High,Balanced NPK,5.02
Maize,Red,Kharif,31.2,58.6,873.1,5.54,133.4,56.7,11.2,46,20.2,13.8,40.09,0,Medium,MOP,5.66
Sugarcane,Clay,Rabi,24.3,48.1,1454.5,4.84,20.2,77.9,73.6,16.1,22.9,19.8,20.03,1,Low,Urea,68.59
Maize,Red,Zaid,33.3,81.9,506.9,4.98,131.3,11.3,35.3,55.9,17.9,5.4,8.39,0,High,DAP,4.91
Rice,Sandy Loam,Zaid,36.5,51.2,1790.8,5.4,57.2,72.6,34.5,73.8,19.4,8.6,9.22,0,Medium,Balanced NPK,4.96
Sugarcane,Red,Rabi,23.2,49.5,2028.5,6.5,119.8,14.5,27.7,16.5,28.1,21.9,45.98,1,Medium,DAP,70.38
Wheat,Laterite,Kharif,27.4,45.1,575.7,7.86,64.4,34.5,39.5,28.4,28.6,1.3,5.97,1,Low,Balanced NPK,3.14
Wheat,Black,Kharif,18.7,38.4,439.9,7.31,67.3,68.9,23.9,73.2,27.9,12.8,43.41,1,Low,Balanced NPK,3.3
Wheat,Black,Rabi,20.4,46.7,534.7,7.66,92.5,73,33.1,29.9,12.8,12,27.44,1,Low,Balanced NPK,3.54
Rice,Laterite,Kharif,35.4,53.1,2217.4,5.9,110.7,43,65,55.8,27,18.8,2.43,0,High,Balanced NPK,4.55
Sugarcane,Alluvial,Kharif,20.4,73.8,1414.8,6.12,14.4,49.6,67.6,47.4,29,7,23.49,0,Medium,Urea,68.95
Maize,Alluvial,Zaid,30.8,34.1,1274.7,6.07,87.1,58.1,27.8,51.7,17.2,5.5,40.96,0,Medium,Balanced NPK,4.88
Groundnut,Alluvial,Rabi,36.3,43.7,445.4,5.27,34.3,67.5,40.2,39.1,20.4,23.2,36.45,1,Medium,Urea,2.14
Sugarcane,Alluvial,Kharif,18.2,82.6,1694,4.74,55,14.1,70.5,31,25.6,14.3,24.69,0,High,DAP,69.09
Rice,Sandy Loam,Kharif,32,39.5,2196.4,6.86,55.2,65.8,9,13.4,21.2,2.6,43.07,1,High,MOP,4.34
Tomato,Laterite,Kharif,22.7,52.3,2104.8,8.46,71,41.1,71.7,62.1,29.9,4.8,6.46,0,Medium,Balanced NPK,24.46
Rice,Black,Rabi,43.9,86.2,1639.9,5.17,53.4,38.8,21.4,62.2,19.1,25,45.54,0,High,Balanced NPK,4.81
Groundnut,Laterite,Rabi,29.5,40.1,373.1,4.69,24,36.8,55.9,57,24.3,4.9,42.4,1,Low,Urea,1.93
Groundnut,Black,Kharif,39.2,35.4,458.5,7.62,28.9,43.2,48.7,55.1,25.9,15.3,35.56,1,Medium,Urea,1.94
Cotton,Alluvial,Zaid,31.5,61.5,313.4,5.51,14.3,75.9,46.5,27.1,19.9,10.5,40.99,1,Medium,Urea,1.98
Barley,Sandy Loam,Zaid,16.3,49.7,792.2,7.82,71.1,46.1,69.5,11.6,27.1,22.1,27.42,1,Low,Balanced NPK,2.37
Maize,Red,Rabi,34,66.6,512,7.32,134.1,76.5,12.6,66.6,20.9,18.9,33.92,0,Medium,MOP,5.04
Soybean,Red,Zaid,43.5,82.2,798.1,8.28,25,18.5,31,44.4,18.2,14.9,28.25,0,High,"Urea, DAP",2.91
Maize,Clay,Kharif,33,38.9,1085.6,6.14,133,59.3,45.4,31.5,12.2,0.3,18.09,0,Medium,Balanced NPK,5.02
Rice,Alluvial,Rabi,39.6,67.7,2368.9,7.15,105.3,65.9,65.8,17.1,17.9,22,28.66,0,High,Balanced NPK,4.57
Rice,Alluvial,Rabi,41.5,62.9,1603.9,6.36,92.9,55.9,21.2,14.4,24.7,11.1,13.24,0,High,Balanced NPK,4.57
Tomato,Laterite,Zaid,21.8,39.4,2120.4,7.02,93.9,50.5,65.2,34.4,28.4,23.3,22.29,0,Medium,Balanced NPK,25.33
Sugarcane,Sandy Loam,Rabi,21.4,70.6,1833.8,6.3,117.5,47.4,35,66.3,15,12.4,14.4,0,High,Balanced NPK,70.46
Groundnut,Sandy Loam,Zaid,33.3,47.8,458.8,5.25,23.9,69.6,19.2,74.3,17.1,17.4,6.58,1,Medium,"Urea, MOP",2.71
Rice,Laterite,Zaid,27.3,61.7,1892.6,6.53,75.6,66.6,61.9,72.8,13.1,1.7,16.43,0,Low,Balanced NPK,4.57
Maize,Sandy Loam,Kharif,40.2,35.3,832.7,6.61,100.6,14.2,11.8,74.4,23.8,18.6,42.67,0,Medium,"DAP, MOP",4.89
Rice,Sandy Loam,Zaid,42,59.9,1669.9,7.74,86.3,68.6,43.6,73.5,29.2,8.4,19.36,0,Medium,Balanced NPK,4.93
Tomato,Red,Zaid,25.6,49.9,984.2,7.44,118.3,36.1,9.8,46.9,22.8,8.8,37.53,0,Low,MOP,24.98
Soybean,Sandy Loam,Rabi,22.1,83.5,2494.6,7.16,19.4,24,31.7,25.4,22.3,3,9.17,0,High,Urea,2.29
Maize,Alluvial,Kharif,38.4,33.7,806.2,4.95,99.8,70.2,50.1,65.9,21.1,3.7,21.51,0,Medium,Balanced NPK,4.62
Tomato,Red,Kharif,23.2,57.2,842,7.38,79.4,37.4,46.7,25,11.8,4.6,6.19,0,Low,Balanced NPK,25.05
Rice,Alluvial,Zaid,39.7,59.8,2340.5,6.5,59.3,65.6,35.3,28.7,24.6,8.2,7.36,1,Medium,Balanced NPK,4.35
Wheat,Alluvial,Rabi,27.7,77.1,256.7,8.08,54.2,24.8,37.2,26.3,22,22.3,31.06,1,Medium,Balanced NPK,2.93
Rice,Laterite,Rabi,35,67.3,1802.4,8.18,90.7,5.3,22,46,23.2,9.2,30.57,0,Medium,DAP,4.3
Sugarcane,Clay,Rabi,17.9,73.4,1868.3,4.72,125.8,42.2,39.2,32.5,28,18.1,11.06,0,High,Balanced NPK,69.82
Rice,Sandy Loam,Kharif,33.7,80.5,2123.7,7.78,74.5,12.5,76.5,20.8,25.7,2.1,23.98,0,High,DAP,4.72
Rice,Sandy Loam,Kharif,28.6,86,2441.2,4.65,117.2,61.6,68.8,41.7,25.6,14.8,43.23,0,High,Balanced NPK,4.63
Rice,Sandy Loam,Zaid,32.6,50.4,2443.9,5.97,62.3,25.7,15.9,71.2,28.5,12,9.12,0,Medium,MOP,4.44
Wheat,Sandy Loam,Zaid,20,65,350.1,6.67,23.3,38.3,7.2,49.9,29.8,24.4,1.45,0,Low,"Urea, MOP",3.34
Rice,Red,Rabi,37.1,84.6,2090.2,5.09,18,11.5,75,71.5,21.6,21.2,32.77,0,High,"Urea, DAP",4.4
Rice,Black,Zaid,40.9,94.3,1686.5,7.49,16.7,26.5,44.5,23.7,12.2,11.4,3.15,0,High,Urea,4.5
Sugarcane,Alluvial,Rabi,21.5,87.8,1688.9,4.53,59.4,63.6,45.3,21.7,19.2,19.4,49.01,0,High,Balanced NPK,68.95
Wheat,Clay,Kharif,17.9,54.1,495.2,5.17,53.8,16.4,63.6,50.3,25.8,4.8,30.68,0,Low,DAP,2.97
Sugarcane,Clay,Zaid,15.7,42.7,1695.4,6.82,103.3,53.5,28.6,42.4,10.6,14.1,23.78,0,Medium,Balanced NPK,70.25
Rice,Black,Rabi,34.3,61.8,2459.7,7.36,106.6,73.8,41.1,56.2,11.1,1.9,21.78,0,High,Balanced NPK,4.55
Rice,Black,Kharif,33.2,78.2,2297.2,8.17,16.6,56,77.6,65.6,11.3,8.7,28.87,0,High,Urea,4.73
Soybean,Black,Rabi,31.4,62,1210,7.32,38.7,65.8,55.4,62.6,24.6,5.6,4.99,0,Medium,Urea,2.63
Wheat,Red,Zaid,22,61.4,291.9,7.19,45.7,13.2,16.5,76,20,18,46.54,0,Low,"DAP, MOP",3.03
Tomato,Black,Rabi,26.7,84.5,1033.3,6.08,81.2,23.8,15,37.9,17.4,12.3,31.47,0,Medium,MOP,24.59
Rice,Red,Kharif,32.8,53.5,2100.7,4.51,28.8,72.1,20.3,24.4,12.1,18.8,9.61,0,High,Urea,4.69
Rice,Laterite,Zaid,29.9,85.9,1813.4,4.98,27.4,58.6,62.5,48.6,24.6,12.9,28.35,0,High,Urea,4.53
Maize,Laterite,Kharif,44.6,56.4,1256.5,6.64,132.7,53,27.2,17.8,16.4,2.2,7.1,0,Medium,Balanced NPK,5.33
Wheat,Clay,Zaid,19.1,51.3,326.7,7.2,114.5,54.8,6.6,30.2,15.3,18.4,1.37,0,Low,MOP,3.35
Cotton,Laterite,Rabi,35.9,59.5,1181.9,6.17,33.5,36.1,75.8,24.6,23,20.8,31.71,0,Medium,Urea,2.33
Tomato,Red,Kharif,27.1,79.6,1278.8,7.42,62.9,8.3,17.7,37.8,21.2,22.6,32.6,0,Medium,"DAP, MOP",24.77
Rice,Red,Kharif,27.8,38.2,2335.7,6.59,56.2,63.8,5.7,17.8,17.2,14.3,29.39,1,Medium,MOP,4.5
Rice,Alluvial,Rabi,36.5,42.8,1674.5,4.8,112.8,55.9,22.8,12.2,22.8,18.8,9.58,1,Medium,Balanced NPK,4.73
Barley,Black,Kharif,35.8,91.8,916.8,5.27,76.3,40.5,22.6,56,15.4,18.8,30.37,0,High,Balanced NPK,3.04
Soybean,Sandy Loam,Kharif,44.7,41.4,1408.2,7.86,26.6,72.5,36.7,52.7,25.9,3.9,3.3,0,Medium,Urea,2.56
Wheat,Sandy Loam,Kharif,18.9,66.9,351.9,7.4,106.1,30.2,74,59.6,14.6,4.1,30.66,0,Low,Balanced NPK,2.72
Potato,Black,Kharif,18.1,67.7,2436.9,8.08,61.6,27.1,70.9,56.2,13.2,1.8,27.92,0,Low,Balanced NPK,19.28
Cotton,Sandy Loam,Rabi,36.7,61.8,1028.1,4.97,44.2,70.5,39.3,18,25.6,8,32.94,0,Medium,Balanced NPK,1.66
Cotton,Sandy Loam,Kharif,32.4,71.9,1299.1,8.46,58.8,64.8,35.8,30.4,24.2,11.8,44.83,0,High,Balanced NPK,1.78
Barley,Sandy Loam,Kharif,23.2,44.9,1017.2,5.34,74.7,43.6,46.6,19.1,13.7,24.9,42.59,1,Low,Balanced NPK,2.22
Sugarcane,Clay,Kharif,17.4,65.9,1769.8,4.55,54.6,14.8,23.3,69,12.3,10.8,49.04,0,Low,DAP,69.1
Potato,Red,Zaid,17.6,54.2,1723.1,8.49,41.4,21.1,8.9,62.3,26.8,18.2,48.82,0,Low,MOP,19.9
Rice,Red,Zaid,41.8,73,1845.2,5.62,61.8,54.2,75.4,24.1,25.5,17.3,38.73,0,High,Balanced NPK,4.45
Soybean,Red,Rabi,20.8,39.2,816.7,7.17,12.5,33.9,19,33.9,16.5,5.1,47.84,0,Low,"Urea, MOP",2.56
Potato,Black,Rabi,24.7,67.1,926,5.21,110.4,67.7,19.9,77.7,23.2,1.5,43.43,0,Low,MOP,20.16
Wheat,Laterite,Rabi,21.8,42,488.1,6.82,32.2,76.2,40.4,51.6,12.5,13.7,36.52,1,Low,Urea,2.69
Rice,Clay,Kharif,25.6,48.1,1707.7,8.12,15.7,65.4,41.9,66.1,20.1,17.5,4.23,0,Medium,Urea,4.62
Wheat,Clay,Zaid,17.1,44.2,291.5,5.78,95,33.3,6.4,28.5,10.4,25,2.93,1,Low,MOP,2.98
Rice,Sandy Loam,Zaid,30.6,41.9,1574.7,7.18,110.6,64.2,16.1,24.7,17.8,9,41.96,1,High,MOP,4.44
Sugarcane,Alluvial,Rabi,17,83.7,2200.3,5.25,115.8,31.4,33.4,64.9,11.5,22.4,24.74,0,High,Balanced NPK,69.81
Rice,Red,Zaid,39,48.6,2248.9,7,74.2,17.5,56.3,58,19.5,9.5,40.82,0,Medium,DAP,4.81
Sugarcane,Clay,Rabi,22,90.3,1232.8,5.85,36.7,7.5,22.1,57.7,18.4,17.2,15.99,0,Medium,"Urea, DAP",69.01
Maize,Clay,Kharif,31.2,93,1256.4,5.34,105.8,33.9,36.7,48.7,18.9,15,20.18,0,High,Balanced NPK,5.41
Maize,Alluvial,Zaid,41.4,67.1,377,5.75,101,72.8,46.8,49.5,10.9,1.3,35.16,0,Medium,Balanced NPK,5.72
Rice,Sandy Loam,Kharif,34.5,39.3,1742.8,5.22,42,22.9,71.6,61.5,17.2,2,45.81,0,High,Balanced NPK,3.98
Rice,Clay,Kharif,31,54.3,2088.9,8.11,127.4,20.5,29.5,28.9,25.1,0.5,4.84,0,High,Balanced NPK,4.32
Soybean,Clay,Zaid,24.7,81.9,762.7,6.09,23.6,77.7,15,34.7,17.4,9.3,43.14,0,Medium,"Urea, MOP",2.66
Barley,Laterite,Rabi,25,53.9,1169,5.48,137.7,6.9,41.7,71,24.3,18.6,39.75,0,Low,DAP,2.51
Rice,Alluvial,Zaid,35.1,35.7,2129.3,6.29,121.8,63.9,61,31.6,17.4,4.3,16.12,0,High,Balanced NPK,4.45
Rice,Sandy Loam,Kharif,44.8,66.2,2217.4,5.78,99.4,29.1,13.2,48.2,18.5,15.1,18.08,0,Medium,MOP,4.55
Maize,Sandy Loam,Rabi,34.9,84.9,759.3,7.48,132,7.8,36.9,59.2,21.3,7.2,2.8,0,High,DAP,4.81
Maize,Red,Kharif,31.7,81.7,1466.3,8.38,103.9,73.8,6.3,80,29,19.9,1.28,0,High,MOP,5
Groundnut,Laterite,Rabi,36.9,41.4,642.7,6.25,34.8,15.5,7.5,40.5,12.2,20,24.11,0,Medium,"Urea, DAP, MOP",2.27
Tomato,Sandy Loam,Zaid,29,73.7,434.3,7.94,67.5,46.4,41.2,40,10.7,19.4,5.23,0,Medium,Balanced NPK,24.77
Sugarcane,Laterite,Kharif,16.8,44.3,2295.6,6.76,19.3,25.6,27.4,69,22.2,13.1,10.1,0,Medium,Urea,69.01
Rice,Red,Rabi,31.9,44.2,2087.2,5.13,60.7,9.9,68.4,66.4,29,7.1,42.41,0,Medium,DAP,4.81
Rice,Alluvial,Rabi,43.7,86.8,1948.1,7.26,106.4,8.7,50.2,61.2,29.8,20.2,28.77,0,High,DAP,4.92
Wheat,Clay,Zaid,20.3,46.2,312.2,6.55,60.2,13.7,39,42.4,19.7,4.7,31.86,1,Low,DAP,3.3
Rice,Clay,Rabi,35.7,47.1,2140.6,7.1,52.9,10.4,35.6,32.7,19.4,7.2,9.78,0,Medium,DAP,4.18
Tomato,Black,Rabi,21,30,1207.5,8.06,87.4,62,42.3,52.6,22.9,4.6,41.52,0,Low,Balanced NPK,24.59
Maize,Black,Kharif,31.1,86.6,987.5,6.26,123.4,41.4,8,71.3,21.1,16.9,43.46,0,High,MOP,4.32
Potato,Black,Zaid,17.9,81.5,1456.9,8.1,16.2,30.7,72,71.9,22.7,17.2,26.4,0,Medium,Urea,19.48
Cotton,Clay,Zaid,28.5,70.8,410.1,7.5,60.1,36.4,79.9,17.6,27.5,16.3,45.67,1,Medium,Balanced NPK,2.11
Rice,Laterite,Kharif,37.7,78.8,1940.3,6.45,30.6,74.7,18.6,40,24.9,10.4,42.32,0,High,"Urea, MOP",4.26
Rice,Black,Kharif,25.4,39.9,1539.6,6.91,100.4,73.3,14,42.5,19.9,2.5,36.7,0,Low,MOP,4.22
Groundnut,Alluvial,Kharif,34.9,59.8,629.2,5.8,23.7,58.7,15.8,78.4,19.2,22.8,36.84,0,Medium,"Urea, MOP",2.28
Maize,Sandy Loam,Rabi,38.9,52.8,632.9,8.43,96.4,71.4,54.6,57.5,22.8,12.7,5.72,0,Medium,Balanced NPK,5.31
Groundnut,Laterite,Zaid,42.8,36.1,623.8,7.17,47.2,29,54.6,38.5,19.1,10.2,13.91,0,Medium,Balanced NPK,1.82
Wheat,Clay,Zaid,22,61.6,331.1,4.68,35.9,33.6,68.6,11.8,19.2,14.7,3.81,1,Low,Urea,3.3
Rice,Alluvial,Zaid,27,89.8,1551.9,5.81,131.7,51,61.4,49.6,10.3,4.8,0.93,0,High,Balanced NPK,4.26
Sugarcane,Clay,Rabi,19.6,32.6,2132.8,6.99,12.4,51.8,38.7,16.7,13.5,3.3,8.34,1,Medium,Urea,69.07
Groundnut,Laterite,Zaid,44.8,48.9,240.2,4.73,66.9,41.1,51,68.4,19.8,10.1,44.08,1,Medium,Balanced NPK,1.43
Groundnut,Laterite,Zaid,42.8,43.5,312.7,4.6,12.8,35,56.6,62.7,26.5,5.7,12.37,1,Medium,Urea,2.07
Rice,Laterite,Zaid,31.2,45.5,1517.4,6.3,72.9,79,43.5,42.2,15.6,6.1,48.52,0,High,Balanced NPK,4.46
Rice,Red,Zaid,40.3,89,2084.8,5.83,75.1,66.6,40.7,40,20.5,22.3,30.07,0,High,Balanced NPK,4.28
Soybean,Sandy Loam,Kharif,30.6,60.4,951.5,6.25,51.8,37.6,53.4,72.8,16.9,13.3,12.24,0,Medium,Balanced NPK,2.46
Cotton,Black,Rabi,33.7,60.3,1004.1,5.55,27.2,59.5,46.8,30.2,12.1,12.1,25.11,0,Medium,Urea,1.71
Sugarcane,Red,Zaid,17.7,79.4,1571.6,5.16,58.9,25.2,53.3,27.4,29.2,17.2,11.35,0,High,Balanced NPK,69.12
Maize,Sandy Loam,Zaid,37.7,40,830.7,7.26,97.4,12.5,51,75.7,27.1,23.8,49.21,0,Medium,DAP,5.12
Wheat,Clay,Zaid,18.8,61.7,261.2,6.56,111.7,31.4,58.9,66.6,11.6,2.8,42.44,0,Low,Balanced NPK,3.13
Rice,Black,Zaid,39.8,57.9,1891,5.3,79,35.2,53.2,67.4,24.4,20.8,1.8,0,Medium,Balanced NPK,4.44
Rice,Red,Zaid,38.5,68.8,1639,5.78,86.7,6.2,44,23.7,17,14.6,47.41,0,Medium,DAP,4.05
Rice,Red,Kharif,36.3,95,1535.7,6.87,36.1,66.1,56.1,20,29.9,3.7,36.19,1,High,Urea,4.43
Sugarcane,Alluvial,Kharif,16.1,80,1905.9,4.79,47.4,31.9,38.7,11.8,16,7.4,4.58,0,High,Balanced NPK,69.06
Sugarcane,Red,Rabi,24.1,55.9,1753,5.09,31,48.5,23.1,26.6,14.8,12.1,33.7,0,Medium,Urea,68.8
Potato,Laterite,Rabi,22.9,83.8,673.5,4.79,42.4,10.5,5.1,64.2,21.4,17.3,32.52,0,Medium,"DAP, MOP",19.89
Soybean,Clay,Zaid,25.8,41.1,1010.7,7.75,39.2,18.1,47,26.8,26.7,6.1,11.33,1,Low,"Urea, DAP",1.84
Wheat,Red,Zaid,17.6,32,490.1,7.51,77.5,71.7,49.3,61,13.9,13.4,38.04,1,Low,Balanced NPK,3.04
Maize,Laterite,Kharif,43.1,43.3,498.7,7.51,83.1,50.7,77.9,27.6,24.2,17.1,4.81,1,Medium,Balanced NPK,5.07
Rice,Sandy Loam,Rabi,31.6,52.1,1755.3,7.37,132.8,76.3,32.1,37.7,11.2,11.2,24.73,0,Medium,Balanced NPK,5.15
Potato,Sandy Loam,Zaid,24.2,63.2,2174.8,7.18,35.4,79.9,34.6,78.8,28.4,21.6,0.99,0,Medium,Urea,19.4
Rice,Laterite,Zaid,26.9,70,2414.3,6.41,93.4,32.9,20.1,27.1,11.6,21.7,48.45,0,Medium,Balanced NPK,4.54
Rice,Alluvial,Zaid,28.4,89.2,1645.2,7.07,116.2,27.4,10.3,36.3,28.3,11.8,37.7,0,High,MOP,4.68
Maize,Alluvial,Rabi,33,63.1,623.4,4.65,82.8,69.4,63,31.1,19.8,24.3,8.36,0,Medium,Balanced NPK,4.98
Cotton,Sandy Loam,Kharif,30.5,62.6,443,6.99,43.2,79.9,23.7,17.7,19,1.9,17.41,1,Medium,Balanced NPK,1.42
Rice,Clay,Kharif,42.6,33.3,2069.6,7.61,44.1,52.2,50.7,44.3,29.5,0.1,8.45,0,Medium,Balanced NPK,4.31
Rice,Red,Zaid,29.9,32.3,1531.1,6.5,15.1,64.6,56.6,36.5,29.8,9.5,38.45,0,Medium,Urea,3.73
Rice,Sandy Loam,Zaid,44.8,65.8,1622.1,5.93,49.7,63.6,40.3,58.6,23,15,3.42,0,High,Balanced NPK,4.47
Rice,Sandy Loam,Zaid,40.5,58.5,1997.4,5.61,106.8,31.7,70.7,67.2,12.5,15.7,42.1,0,High,Balanced NPK,4.08
Soybean,Laterite,Zaid,21.3,84.5,1817.5,7.07,16.2,48.1,38.3,48.1,20.1,11.9,47.14,0,High,Urea,2.61
Rice,Alluvial,Zaid,42.9,40.4,2119.3,7.27,38.5,67.5,26.4,12.3,20.6,3.1,33.99,1,Medium,Urea,4.26
Wheat,Clay,Rabi,18.5,31.6,329.3,7.98,101.8,56.6,72.2,53.3,20.3,4.3,11.04,1,Low,Balanced NPK,2.96
Rice,Laterite,Kharif,39.5,59.2,1919.3,5.87,111.7,6.6,69.6,13.9,21.4,21.3,18.32,0,Medium,DAP,4.56
Rice,Sandy Loam,Rabi,26.4,45.4,2157,7.58,69.2,30.3,17.3,53.1,10.4,21.7,24.12,0,Low,MOP,4.55
Maize,Black,Rabi,41.3,33.2,858.1,6.75,100.7,15.8,6.9,58,24.2,16.8,30.43,0,Medium,"DAP, MOP",5.27
Rice,Red,Zaid,41,77.1,1673,8.03,60.4,22.5,11.7,23.8,24.2,16.6,33.6,0,High,MOP,4.38
Soybean,Sandy Loam,Rabi,39.2,37.3,922.6,6.61,30.8,72.9,26.5,67.4,12.3,14.9,27.93,0,Medium,Urea,2.45
Rice,Laterite,Kharif,38.7,69.5,2403.3,6.57,61.8,7.8,77.9,73.8,21.4,5.1,17.89,0,High,DAP,4.07
Wheat,Black,Zaid,24.1,48.3,276.9,6.81,85.4,21.5,46.9,66.9,21.4,10.7,44.6,1,Low,Balanced NPK,3.63
Barley,Black,Kharif,17.4,41.3,1533.5,7.5,133.2,28.2,33,31.4,23.6,17.4,4.53,0,Low,Balanced NPK,2.53
Wheat,Sandy Loam,Rabi,27.1,54.7,583,8.36,18.9,51.3,71.7,51.1,11.7,13.4,23.58,0,Low,Urea,3.36
Sugarcane,Clay,Zaid,20.2,82.1,1838.1,4.79,76,45.1,39,74,22.5,0.5,38.89,0,High,Balanced NPK,69.64
Cotton,Alluvial,Kharif,35.8,55.5,604.5,4.71,52.8,21.4,28.6,32.4,15.6,23.8,3.51,0,Medium,Balanced NPK,1.9
Tomato,Black,Kharif,25.4,78.8,741.4,8.25,76.1,17.3,75.6,67.4,20.1,21.1,35.41,0,Medium,DAP,24.71
Cotton,Red,Zaid,44.3,38.2,1337.1,6.62,13.1,22.8,68.7,10.7,25.5,6.5,41.08,1,Medium,Urea,1.67
Rice,Laterite,Kharif,34.2,80.2,2304.1,6.96,50.7,42.7,68.3,10.3,24.1,15.4,33.21,0,High,Balanced NPK,4.45
Maize,Laterite,Zaid,39.7,45.4,686.9,6.43,116.6,25.3,43.4,63.2,12.4,23.1,1.14,0,Medium,Balanced NPK,4.46
Wheat,Laterite,Zaid,19,74,531.8,4.87,82,76.1,64.2,63.3,21.8,2.4,9.42,0,Medium,Balanced NPK,3.17
Rice,Sandy Loam,Rabi,40.9,66.8,1945.6,7.57,68.6,39.8,18.5,65.2,29.4,12.6,17.43,0,Medium,MOP,4.92
Soybean,Laterite,Kharif,42.7,90.4,1351.4,7.49,47.1,9.4,48,75.1,13.1,11.4,12.07,0,High,DAP,2.41
Rice,Laterite,Zaid,29.6,55.2,2297.1,5.75,48.7,59.7,78.8,18.3,27.1,10.3,48.15,1,Medium,Balanced NPK,4.46
Cotton,Red,Rabi,33.2,34.3,537.2,5.72,59.8,29.7,26.8,26.2,24.1,20.9,32.75,1,Medium,Balanced NPK,1.48
Rice,Alluvial,Rabi,37.9,31.2,1685.6,7.85,118.6,54,64.6,73.3,25.5,9.5,15.2,0,High,Balanced NPK,4.56
Barley,Clay,Zaid,20.2,83.7,735.6,4.79,135.7,26,41.8,22.4,15.6,1.6,46.52,0,Medium,Balanced NPK,2.57
Tomato,Sandy Loam,Zaid,30.1,64.1,560.5,8.02,67,47.8,8,57.8,15.8,1.6,37.16,0,Medium,MOP,25.03
Rice,Sandy Loam,Kharif,27,80.4,1771.9,5.53,61.1,62.9,62.2,47.1,28.1,1.1,14.59,0,High,Balanced NPK,4.81
Sugarcane,Laterite,Kharif,19.4,45.2,1565.5,6.87,120.1,74.6,17.6,15.8,17.2,10.2,19.25,1,Low,MOP,70.77
Rice,Red,Kharif,26,52.4,1936.1,8.24,65.5,24.6,52.4,30,11.3,18,10.37,0,Medium,Balanced NPK,4.02
Barley,Black,Zaid,17,32,911.8,7.21,81.8,30.1,11.4,46.4,22,5.1,48.57,0,Low,MOP,3.01
Sugarcane,Laterite,Rabi,15.8,92.5,1230.3,6.16,40,39.8,76,69.7,12.5,16.2,26.11,0,Medium,Balanced NPK,69.7
Potato,Laterite,Rabi,19.1,73.4,1132.6,7.26,106.7,74.5,26.9,59.5,25.9,17.2,44.85,0,Medium,Balanced NPK,19.9
Rice,Sandy Loam,Zaid,43.9,90.7,2463.4,5.88,79.2,72.6,22,53.5,22.8,6.4,17.65,0,High,Balanced NPK,4.85
Maize,Sandy Loam,Kharif,31.5,47.3,872.2,5.61,115.2,11.7,14.7,44.7,27.5,15,43.11,0,Medium,"DAP, MOP",5.13
Maize,Laterite,Rabi,44,69.7,878.1,8.49,111.5,14.9,76,30.9,25.7,17.1,3.17,0,Medium,DAP,5.39
Soybean,Sandy Loam,Rabi,28,74.1,1015.5,7.5,38,42.2,58.4,18.3,12.2,11.7,49.11,0,Medium,Urea,2.09
Tomato,Red,Kharif,24.4,50.6,1498.6,7.08,103,13,60.6,38.6,17.6,8.4,45.65,0,Low,DAP,24.82
Maize,Black,Rabi,30.2,85.1,780.3,5.92,114,30.9,42.5,12,25.5,15.5,18.48,0,High,Balanced NPK,5.04
Rice,Black,Kharif,28.2,91.6,2305.2,4.7,55,16.1,40.6,24.8,18.3,24.4,38.85,0,High,DAP,4.8
Soybean,Black,Rabi,18.2,87.5,811.1,4.62,32.4,52.7,13.3,40.3,29.4,10.7,37.74,0,Medium,"Urea, MOP",2.6
Rice,Laterite,Rabi,34.2,78,2260.4,6.72,10.3,76.2,47,39.3,24.7,9.8,45.11,0,High,Urea,4.17
Wheat,Clay,Rabi,21.5,48,438,7.55,68.6,79.8,23.5,13.1,10.3,11.6,15.71,1,Low,Balanced NPK,3.71
Rice,Laterite,Kharif,33.6,48.3,1710.1,6.65,55.8,33.1,78.3,51.2,27.6,1.9,23.54,0,Medium,Balanced NPK,4.4
